Type,date,stage,discharge,Local Minimum,Fixed Interval,Sliding Interval
427,3/18/2015 20:00,1206.02,23123,88.66259003,91,105
428,3/18/2015 21:00,1206.08,23002,91,91,91
429,3/18/2015 22:00,1206.06,22978,142.0697479,91,91
430,3/18/2015 23:00,1206.06,23039,221.8001404,91,91
431,3/19/2015 0:00,1206.06,22930,346.2756958,758,91
432,3/19/2015 1:00,1206,23038,540.6077271,844,91
433,3/19/2015 2:00,1206.04,26039,844,844,250
434,3/19/2015 3:00,1206.06,26051,620.3112793,366,250
435,3/19/2015 4:00,1206.06,26003,455.9076843,250,250
436,3/19/2015 5:00,1206.08,26088,335.0766296,181,250
437,3/19/2015 6:00,1206.08,26185,246.2699127,181,250
438,3/19/2015 7:00,1206.1,26100,181,181,181
439,3/19/2015 8:00,1206.08,25979,189.0511627,181,181
440,3/19/2015 9:00,1206.1,25919,197.4604645,181,181
441,3/19/2015 10:00,1206.08,26040,206.2438202,225,181
442,3/19/2015 11:00,1206.12,26100,215.4178772,225,181
443,3/19/2015 12:00,1206.15,26076,225,225,225
444,3/19/2015 13:00,1206.13,26039,223.8393402,225,225
445,3/19/2015 14:00,1206.15,26002,222.6846619,225,225
446,3/19/2015 15:00,1206.13,25930,221.5359344,706,225
447,3/19/2015 16:00,1206.17,25967,220.3931427,327,225
448,3/19/2015 17:00,1206.15,25895,219.2562408,217,217
449,3/19/2015 18:00,1206.24,25954,218.1251984,217,217
450,3/19/2015 19:00,1206.32,25822,217,217,217
451,3/19/2015 20:00,1206.28,25676,216.0827484,217,217
452,3/19/2015 21:00,1206.21,25991,215.1693726,217,217
453,3/19/2015 22:00,1206.23,26003,214.2598572,228,650
454,3/19/2015 23:00,1206.21,25858,213.354187,3120,650
455,3/20/2015 0:00,1206.21,25978,212.4523468,650,650
456,3/20/2015 1:00,1206.24,26088,211.5543213,344,650
457,3/20/2015 2:00,1206.24,26184,210.66008,251,650
458,3/20/2015 3:00,1206.23,25931,209.7696381,208,208
459,3/20/2015 4:00,1206.24,26099,208.8829346,208,208
460,3/20/2015 5:00,1206.24,25919,208,208,208
461,3/20/2015 6:00,1206.26,25979,192.2997437,208,208
462,3/20/2015 7:00,1206.28,26148,177.7845764,208,208
463,3/20/2015 8:00,1206.24,26052,164.3650513,206,181
464,3/20/2015 9:00,1206.3,25931,151.9584503,181,181
465,3/20/2015 10:00,1206.28,26016,140.488327,181,181
466,3/20/2015 11:00,1206.3,26003,129.8839874,155,181
467,3/20/2015 12:00,1206.26,26040,120.0800934,130,181
468,3/20/2015 13:00,1206.3,26051,111.0162048,112,75
469,3/20/2015 14:00,1206.31,25955,102.6364822,90,75
470,3/20/2015 15:00,1206.3,25871,94.88928223,75,75
471,3/20/2015 16:00,1206.34,25882,87.72685242,64,75
472,3/20/2015 17:00,1206.36,25979,75,58,75
473,3/20/2015 18:00,1206.37,25773,64,51,44
474,3/20/2015 19:00,1206.36,25846,58,47,44
475,3/20/2015 20:00,1206.36,25785,51,44,44
476,3/20/2015 21:00,1206.3,25906,47,42,44
477,3/20/2015 22:00,1206.32,25991,44,41,44
478,3/20/2015 23:00,1206.32,25967,42,39,37
479,3/21/2015 0:00,1206.3,25930,41,38,37
480,3/21/2015 1:00,1206.33,25907,39,37,37
481,3/21/2015 2:00,1206.28,26451,38,37,37
482,3/21/2015 3:00,1206.32,26438,37,37,37
483,3/21/2015 4:00,1206.32,26572,40.74666595,37,90
484,3/21/2015 5:00,1206.3,26729,44.87272644,37,90
485,3/21/2015 6:00,1206.31,26584,49.41659546,90,90
486,3/21/2015 7:00,1206.3,26488,54.42058563,66,90
487,3/21/2015 8:00,1206.28,26535,59.93128204,66,90
488,3/21/2015 9:00,1206.32,26499,66,66,66
489,3/21/2015 10:00,1206.3,26439,78,66,66
490,3/21/2015 11:00,1206.25,26439,200,66,66
491,3/21/2015 12:00,1206.24,26511,367.8314819,78,66
492,3/21/2015 13:00,1206.19,26535,652.1546021,200,66
493,3/21/2015 14:00,1206.17,26656,1156.251221,700,2050
494,3/21/2015 15:00,1206.21,26535,2050,2050,2050
495,3/21/2015 16:00,1206.24,26415,1651.364502,2050,2050
496,3/21/2015 17:00,1206.24,26366,1330.246094,1700,2050
497,3/21/2015 18:00,1206.26,26475,1071.571289,700,2050
498,3/21/2015 19:00,1206.23,26475,863.1974487,394,167
499,3/21/2015 20:00,1206.21,26681,695.3432617,294,167
500,3/21/2015 21:00,1206.24,26705,394,167,167
501,3/21/2015 22:00,1206.17,26668,294,121,167
502,3/21/2015 23:00,1206.15,26681,167,106,167
503,3/22/2015 0:00,1206.15,26560,121,96,84
504,3/22/2015 1:00,1206.16,26487,106,90,84
505,3/22/2015 2:00,1206.08,27467,96,84,84
506,3/22/2015 3:00,1206.12,27528,90,81,84
507,3/22/2015 4:00,1206.06,27503,84,80,84
508,3/22/2015 5:00,1206.06,27528,81,80,80
509,3/22/2015 6:00,1206.06,27551,80,80,80
510,3/22/2015 7:00,1206.04,27503,80,80,80
511,3/22/2015 8:00,1206.04,27587,80,80,80
512,3/22/2015 9:00,1206.06,27673,80,80,80
513,3/22/2015 10:00,1206.04,27577,101.2667007,80,260
514,3/22/2015 11:00,1206.1,27553,128.1868134,80,260
515,3/22/2015 12:00,1206.02,27503,162.2631836,260,260
516,3/22/2015 13:00,1206.17,27491,205.3982239,260,260
517,3/22/2015 14:00,1206.14,27455,260,260,260
518,3/22/2015 15:00,1206.28,27552,249.9498596,231,231
519,3/22/2015 16:00,1206.12,27443,240.2881927,231,231
520,3/22/2015 17:00,1206.28,27286,231,231,231
521,3/22/2015 18:00,1206.19,27455,215.704071,231,231
522,3/22/2015 19:00,1206.24,27165,201.42099,219,231
523,3/22/2015 20:00,1206.24,27395,188.0836792,164,164
524,3/22/2015 21:00,1206.19,27515,175.6295013,164,164
525,3/22/2015 22:00,1206.19,27479,164,164,164
526,3/22/2015 23:00,1206.24,27492,155.5745544,140,164
527,3/23/2015 0:00,1206.26,27515,147.5819702,140,164
528,3/23/2015 1:00,1206.23,27553,140,140,140
529,3/23/2015 2:00,1206.26,27624,138.4638977,140,140
530,3/23/2015 3:00,1206.23,27636,136.9446411,140,140
531,3/23/2015 4:00,1206.24,27588,135.4420624,200,140
532,3/23/2015 5:00,1206.23,27624,133.9559784,280,140
533,3/23/2015 6:00,1206.26,27528,132.4861908,397,176
534,3/23/2015 7:00,1206.23,27310,131.0325317,237,176
535,3/23/2015 8:00,1206.26,27261,129.5948181,176,176
536,3/23/2015 9:00,1206.26,27406,128.1728821,145,176
537,3/23/2015 10:00,1206.25,27310,126.7665482,124,176
538,3/23/2015 11:00,1206.26,27383,125.3756409,124,124
539,3/23/2015 12:00,1206.25,27443,124,124,124
540,3/23/2015 13:00,1206.26,27575,182.605072,124,124
541,3/23/2015 14:00,1206.23,27611,268.9081726,124,124
542,3/23/2015 15:00,1206.19,27503,396,396,124
543,3/23/2015 16:00,1206.17,27552,349.0174866,396,198
544,3/23/2015 17:00,1206.17,27576,307.6091003,288,198
545,3/23/2015 18:00,1206.19,27684,271.1135254,198,198
546,3/23/2015 19:00,1206.21,27673,238.9478912,154,198
547,3/23/2015 20:00,1206.19,27625,198,128,198
548,3/23/2015 21:00,1206.21,27710,154,111,97
549,3/23/2015 22:00,1206.21,27721,128,101,97
550,3/23/2015 23:00,1206.25,27504,111,97,97
551,3/24/2015 0:00,1206.19,27527,101,88,97
552,3/24/2015 1:00,1206.17,27734,97,87,97
553,3/24/2015 2:00,1206.17,28036,88,87,87
554,3/24/2015 3:00,1206.17,28048,87,87,87
555,3/24/2015 4:00,1206.17,28084,82.52085114,87,87
556,3/24/2015 5:00,1206.23,28024,78.27230835,87,87
557,3/24/2015 6:00,1206.14,28000,74.24250031,72,87
558,3/24/2015 7:00,1206.16,28156,70.42016602,63,57
559,3/24/2015 8:00,1206.09,28035,66.79462433,58,57
560,3/24/2015 9:00,1206.17,28000,63,57,57
561,3/24/2015 10:00,1206.19,28109,58,57,57
562,3/24/2015 11:00,1206.21,28132,57,57,57
563,3/24/2015 12:00,1206.21,28096,55.07419205,57,48
564,3/24/2015 13:00,1206.17,28072,53.21344757,57,48
565,3/24/2015 14:00,1206.23,28012,51.41557312,48,48
566,3/24/2015 15:00,1206.21,28023,49.67844009,48,48
567,3/24/2015 16:00,1206.23,28120,48,48,48
568,3/24/2015 17:00,1206.23,28144,44.63436508,48,39
569,3/24/2015 18:00,1206.23,28120,41.50471878,48,39
570,3/24/2015 19:00,1206.21,27891,38.59451675,39,39
571,3/24/2015 20:00,1206.26,27939,35.88837051,33,39
572,3/24/2015 21:00,1206.25,27999,33.37197113,29,39
573,3/24/2015 22:00,1206.25,27987,31.03201675,27,24
574,3/24/2015 23:00,1206.3,28145,28.85613251,25,24
575,3/25/2015 0:00,1206.28,28266,26.83281517,24,24
576,3/25/2015 1:00,1206.3,28230,24.95136833,22,24
577,3/25/2015 2:00,1206.29,28230,23.20184326,20,24
578,3/25/2015 3:00,1206.32,27782,21.57499123,19,17
579,3/25/2015 4:00,1206.32,27939,20,18,17
580,3/25/2015 5:00,1206.36,27988,18.6554985,17,17
581,3/25/2015 6:00,1206.34,28060,17.34742546,15,17
582,3/25/2015 7:00,1206.36,28036,16.13106918,15,17
583,3/25/2015 8:00,1206.38,27963,15,15,15
584,3/25/2015 9:00,1206.39,27940,15,15,15
585,3/25/2015 10:00,1206.38,28036,14.454669,15,15
586,3/25/2015 11:00,1206.41,27939,13.92916393,15,15
587,3/25/2015 12:00,1206.5,27951,13.42276382,22,15
588,3/25/2015 13:00,1206.45,27866,12.9347744,20,15
589,3/25/2015 14:00,1206.39,27963,12.46452618,17,15
590,3/25/2015 15:00,1206.41,28024,12.01137352,15,15
591,3/25/2015 16:00,1206.41,27987,11.57469559,14,15
592,3/25/2015 17:00,1206.43,28073,11.15389252,13,15
593,3/25/2015 18:00,1206.45,28000,10.74838924,12,11
594,3/25/2015 19:00,1206.45,27951,10.35762691,12,11
595,3/25/2015 20:00,1206.41,27988,9.981071472,11,11
596,3/25/2015 21:00,1206.43,28121,9.618206024,11,11
597,3/25/2015 22:00,1206.41,28096,9.268532753,10,11
598,3/25/2015 23:00,1206.38,28169,8.931571007,9.399999619,8.899999619
599,3/26/2015 0:00,1206.41,28096,8.606861115,9.399999619,8.899999619
600,3/26/2015 1:00,1206.39,28085,8.293954849,8.899999619,8.899999619
601,3/26/2015 2:00,1206.41,28048,7.992424965,8.199999809,8.899999619
602,3/26/2015 3:00,1206.4,28036,7.701857567,7.699999809,8.899999619
603,3/26/2015 4:00,1206.41,27939,7.421853542,7.199999809,6.400000095
604,3/26/2015 5:00,1206.43,28012,7.152029037,6.800000191,6.400000095
605,3/26/2015 6:00,1206.43,27940,6.892014503,6.400000095,6.400000095
606,3/26/2015 7:00,1206.41,27902,6.641452789,6.400000095,6.400000095
607,3/26/2015 8:00,1206.41,27963,6.400000095,6.400000095,6.400000095
608,3/26/2015 9:00,1206.43,28047,6.244418144,6.400000095,5.800000191
609,3/26/2015 10:00,1206.41,28060,6.092618465,5.800000191,5.800000191
610,3/26/2015 11:00,1206.43,28096,5.944509029,5.800000191,5.800000191
611,3/26/2015 12:00,1206.41,28048,5.800000191,5.800000191,5.800000191
612,3/26/2015 13:00,1206.41,28024,6.400000095,5.800000191,5.800000191
613,3/26/2015 14:00,1206.39,27927,8.5,5.800000191,8.5
614,3/26/2015 15:00,1206.41,27902,22.20360374,6.400000095,8.5
615,3/26/2015 16:00,1206.45,27818,34.73403931,8.5,8.5
616,3/26/2015 17:00,1206.43,27794,54.33592987,80,8.5
617,3/26/2015 18:00,1206.45,27685,85,85,8.5
618,3/26/2015 19:00,1206.45,27770,71.36633301,85,51
619,3/26/2015 20:00,1206.43,27830,59.91944885,85,51
620,3/26/2015 21:00,1206.43,27867,50.30860138,51,51
621,3/26/2015 22:00,1206.43,27999,42.23929596,33,51
622,3/26/2015 23:00,1206.47,27963,35.46427917,25,51
623,3/27/2015 0:00,1206.39,27843,29.77594566,25,25
624,3/27/2015 1:00,1206.38,27903,25,25,25
625,3/27/2015 2:00,1206.38,28073,23.47001076,25,25
626,3/27/2015 3:00,1206.39,28036,22.03365707,25,25
627,3/27/2015 4:00,1206.38,27963,20.68520546,41,25
628,3/27/2015 5:00,1206.39,28011,19.41928101,28,17
629,3/27/2015 6:00,1206.4,28012,18.23082924,22,17
630,3/27/2015 7:00,1206.41,27975,17.1151104,17,17
631,3/27/2015 8:00,1206.41,28011,16.06767273,15,17
632,3/27/2015 9:00,1206.41,28266,15.08433819,13,17
633,3/27/2015 10:00,1206.41,28193,14.16118336,13,11
634,3/27/2015 11:00,1206.43,28156,13,12,11
635,3/27/2015 12:00,1206.41,28145,12.48090649,11,11
636,3/27/2015 13:00,1206.43,28096,11.71708012,11,11
637,3/27/2015 14:00,1206.39,28157,11,11,11
638,3/27/2015 15:00,1206.43,28169,10.42280102,11,14
639,3/27/2015 16:00,1206.43,28084,9.875889778,11,14
640,3/27/2015 17:00,1206.41,28120,9.357675552,14,14
641,3/27/2015 18:00,1206.34,28060,8.866653442,11,14
642,3/27/2015 19:00,1206.36,27988,8.401396751,8.800000191,14
643,3/27/2015 20:00,1206.34,28000,7.960553646,7.699999809,6.5
644,3/27/2015 21:00,1206.36,27830,7.542842388,7,6.5
645,3/27/2015 22:00,1206.39,27758,7.147049904,6.5,6.5
646,3/27/2015 23:00,1206.36,27781,6.772025108,6.300000191,6.5
647,3/28/2015 0:00,1206.36,27757,6.416679382,6.099999905,6.5
648,3/28/2015 1:00,1206.36,27721,6.07997942,6,5.099999905
649,3/28/2015 2:00,1206.34,27745,5.760946751,5.599999905,5.099999905
650,3/28/2015 3:00,1206.36,27819,5.458654881,5.099999905,5.099999905
651,3/28/2015 4:00,1206.34,27988,5.172224998,4.800000191,5.099999905
652,3/28/2015 5:00,1206.32,28084,4.900824547,4.400000095,5.099999905
653,3/28/2015 6:00,1206.34,28036,4.643665314,4.400000095,4.400000095
654,3/28/2015 7:00,1206.34,27976,4.400000095,4.400000095,4.400000095
655,3/28/2015 8:00,1206.36,28085,4.400000095,4.400000095,4.400000095
656,3/28/2015 9:00,1206.34,28060,3.966931581,4.400000095,4.400000095
657,3/28/2015 10:00,1206.34,28049,3.576487541,3.900000095,4.400000095
658,3/28/2015 11:00,1206.34,28121,3.224473,3.599999905,2.400000095
659,3/28/2015 12:00,1206.38,27866,2.907105207,2.700000048,2.400000095
660,3/28/2015 13:00,1206.34,28133,2.620974302,2.400000095,2.400000095
661,3/28/2015 14:00,1206.34,28048,2.363005877,1.899999976,2.400000095
662,3/28/2015 15:00,1206.34,27999,2.130427837,1.899999976,2.400000095
663,3/28/2015 16:00,1206.36,28036,1.899999976,1.700000048,1.299999952
664,3/28/2015 17:00,1206.32,28157,1.731692791,1.399999976,1.299999952
665,3/28/2015 18:00,1206.36,28120,1.561251521,1.299999952,1.299999952
666,3/28/2015 19:00,1206.32,27963,1.399999976,1.100000024,1.299999952
667,3/28/2015 20:00,1206.36,28000,1.269044638,0.970000029,1.299999952
668,3/28/2015 21:00,1206.36,27940,1.100000024,0.930000007,0.930000007
669,3/28/2015 22:00,1206.34,27879,0.970000029,0.930000007,0.930000007
670,3/28/2015 23:00,1206.36,27854,0.930000007,0.930000007,0.930000007
671,3/29/2015 0:00,1206.28,27902,0.914356768,0.930000007,0.930000007
672,3/29/2015 1:00,1206.29,27879,0.898976624,0.930000007,0.930000007
673,3/29/2015 2:00,1206.41,27817,0.883855164,0.949999988,0.839999974
674,3/29/2015 3:00,1206.46,28108,0.868988097,0.839999974,0.839999974
675,3/29/2015 4:00,1206.58,28060,0.85437113,0.839999974,0.839999974
676,3/29/2015 5:00,1206.54,28012,0.839999974,0.839999974,0.839999974
677,3/29/2015 6:00,1206.47,27964,0.794733465,0.839999974,0.839999974
678,3/29/2015 7:00,1206.54,28000,0.751906276,0.839999974,0.629999995
679,3/29/2015 8:00,1206.41,28048,0.711387038,0.689999998,0.629999995
680,3/29/2015 9:00,1206.63,28024,0.673051298,0.629999995,0.629999995
681,3/29/2015 10:00,1206.93,27854,0.636781454,0.569999993,0.629999995
682,3/29/2015 11:00,1206.8,27781,0.602466106,0.569999993,0.629999995
683,3/29/2015 12:00,1206.69,27987,0.569999993,0.569999993,0.569999993
684,3/29/2015 13:00,1206.64,27891,0.555580497,0.569999993,0.569999993
685,3/29/2015 14:00,1206.49,27963,0.541525781,0.569999993,0.569999993
686,3/29/2015 15:00,1206.54,28217,0.527826607,0.910000026,0.569999993
687,3/29/2015 16:00,1206.45,28108,0.514474034,0.910000026,0.569999993
688,3/29/2015 17:00,1206.49,28145,0.501459181,0.920000017,1.799999952
689,3/29/2015 18:00,1206.47,28097,0.488773584,1.200000048,1.799999952
690,3/29/2015 19:00,1206.5,27867,0.476408899,1.799999952,1.799999952
691,3/29/2015 20:00,1206.47,28036,0.464357018,0.800000012,1.799999952
692,3/29/2015 21:00,1206.51,28036,0.452610016,0.430000007,1.799999952
693,3/29/2015 22:00,1206.41,28108,0.441160202,0.430000007,0.430000007
694,3/29/2015 23:00,1206.43,28158,0.430000007,0.430000007,0.430000007
695,3/30/2015 0:00,1206.43,28242,0.339099854,0.430000007,0.430000007
696,3/30/2015 1:00,1206.45,28205,0.267415613,0.370000005,0.430000007
697,3/30/2015 2:00,1206.42,28194,0.210885108,0.200000003,0.430000007
698,3/30/2015 3:00,1206.43,28206,0.166304916,0.109999999,0.07
699,3/30/2015 4:00,1206.45,28000,0.13114877,0.07,0.07
700,3/30/2015 5:00,1206.41,27952,0.103424489,0.07,0.07
701,3/30/2015 6:00,1206.43,27903,0.07,0.059999999,0.07
702,3/30/2015 7:00,1206.45,28000,0.064319357,0.039999999,0.07
703,3/30/2015 8:00,1206.45,27927,0.050722521,0.039999999,0.039999999
704,3/30/2015 9:00,1206.41,27963,0.039999999,0.039999999,0.039999999
705,3/30/2015 10:00,1206.43,28024,0.039999999,0.039999999,0.039999999
706,3/30/2015 11:00,1206.51,28023,0.039999999,0.039999999,0.039999999
707,3/30/2015 12:00,1206.51,28036,0.048273806,0.039999999,0.039999999
708,3/30/2015 13:00,1206.49,27951,0.058259014,0.039999999,0.300000012
709,3/30/2015 14:00,1206.47,27975,0.070309609,0.050000001,0.300000012
710,3/30/2015 15:00,1206.47,27963,0.084852815,0.300000012,0.300000012
711,3/30/2015 16:00,1206.54,27975,0.102404214,0.270000011,0.300000012
712,3/30/2015 17:00,1206.6,27879,0.123586029,0.180000007,0.300000012
713,3/30/2015 18:00,1206.51,27806,0.149149209,0.180000007,0.180000007
714,3/30/2015 19:00,1206.43,27782,0.180000007,0.180000007,0.180000007
715,3/30/2015 20:00,1206.5,27806,0.180750191,0.180000007,0.180000007
716,3/30/2015 21:00,1206.41,27903,0.18150349,0.180000007,0.180000007
717,3/30/2015 22:00,1206.46,28035,0.182259947,0.189999998,0.180000007
718,3/30/2015 23:00,1206.43,27951,0.183019549,0.189999998,0.230000004
719,3/31/2015 0:00,1206.43,27891,0.183782309,0.200000003,0.230000004
720,3/31/2015 1:00,1206.41,27951,0.184548259,0.230000004,0.230000004
721,3/31/2015 2:00,1206.41,27999,0.185317397,0.209999993,0.230000004
722,3/31/2015 3:00,1206.43,28036,0.186089739,0.209999993,0.230000004
723,3/31/2015 4:00,1206.41,28121,0.1868653,0.200000003,0.189999998
724,3/31/2015 5:00,1206.43,28109,0.187644094,0.200000003,0.189999998
725,3/31/2015 6:00,1206.45,28121,0.188426122,0.189999998,0.189999998
726,3/31/2015 7:00,1206.43,28036,0.189211428,0.189999998,0.189999998
727,3/31/2015 8:00,1206.47,28024,0.189999998,0.189999998,0.189999998
728,3/31/2015 9:00,1206.45,28000,0.209999993,0.189999998,0.209999993
729,3/31/2015 10:00,1206.43,28000,0.439999998,0.189999998,0.209999993
730,3/31/2015 11:00,1206.43,27710,0.674489796,0.209999993,0.209999993
731,3/31/2015 12:00,1206.43,27794,1.028922439,0.439999998,0.209999993
732,3/31/2015 13:00,1206.41,27807,1.569603205,15,0.209999993
733,3/31/2015 14:00,1206.43,27795,2.394402504,12,8.5
734,3/31/2015 15:00,1206.43,27831,3.652619362,8.5,8.5
735,3/31/2015 16:00,1206.43,27831,5.572007179,8.5,8.5
736,3/31/2015 17:00,1206.43,27843,8.5,8.5,8.5
737,3/31/2015 18:00,1206.43,27843,7.295110226,8.5,8.5
738,3/31/2015 19:00,1206.41,27915,6.261015892,8.5,6.5
739,3/31/2015 20:00,1206.45,28096,5.373506069,7.800000191,6.5
740,3/31/2015 21:00,1206.41,28157,4.611802101,6.5,6.5
741,3/31/2015 22:00,1206.41,28108,3.958071232,5.5,6.5
742,3/31/2015 23:00,1206.41,28084,3.397007704,4.400000095,6.5
743,4/1/2015 0:00,1206.38,28084,2.915475845,3.900000095,2.299999952
744,4/1/2015 1:00,1206.36,28132,2.502202272,3.200000048,2.299999952
745,4/1/2015 2:00,1206.41,28205,2.147510767,2.299999952,2.299999952
746,4/1/2015 3:00,1206.39,28205,1.843097329,2,2.299999952
747,4/1/2015 4:00,1206.38,28096,1.581835032,1.5,2.299999952
748,4/1/2015 5:00,1206.38,28108,1.357607245,1,1
749,4/1/2015 6:00,1206.38,27915,1.165163994,1,1
750,4/1/2015 7:00,1206.38,27903,1,1,1
751,4/1/2015 8:00,1206.41,27818,0.904729426,0.74000001,1
752,4/1/2015 9:00,1206.39,27637,0.818535268,0.670000017,1
753,4/1/2015 10:00,1206.43,27601,0.74000001,0.670000017,0.670000017
754,4/1/2015 11:00,1206.43,27697,0.670000017,0.670000017,0.670000017
755,4/1/2015 12:00,1206.47,27782,0.770200372,0.670000017,0.670000017
756,4/1/2015 13:00,1206.51,27721,0.885385931,0.670000017,0.670000017
757,4/1/2015 14:00,1206.54,27769,1.017797828,0.99000001,0.670000017
758,4/1/2015 15:00,1206.43,27867,1.170012236,2.900000095,3.900000095
759,4/1/2015 16:00,1206.47,27963,1.34499073,3.5,3.900000095
760,4/1/2015 17:00,1206.56,27951,1.54613781,3.900000095,3.900000095
761,4/1/2015 18:00,1206.45,27999,1.777366877,3.5,3.900000095
762,4/1/2015 19:00,1206.5,28000,2.043176889,2.700000048,3.900000095
763,4/1/2015 20:00,1206.41,28194,2.348739624,2.700000048,2.700000048
764,4/1/2015 21:00,1206.34,28229,2.700000048,2.700000048,2.700000048
765,4/1/2015 22:00,1206.45,28254,2.857321978,2.700000048,2.700000048
766,4/1/2015 23:00,1206.38,28132,3.023810625,2.700000048,2.700000048
767,4/2/2015 0:00,1206.39,28061,3.200000048,3.200000048,2.700000048
768,4/2/2015 1:00,1206.38,28144,3.200000048,3.200000048,3.200000048
769,4/2/2015 2:00,1206.38,28193,4.533640862,3.200000048,3.200000048
770,4/2/2015 3:00,1206.38,28290,6.423093796,3.200000048,3.200000048
771,4/2/2015 4:00,1206.34,28374,9.100000381,9.100000381,3.200000048
772,4/2/2015 5:00,1206.34,28362,9.617658615,9.100000381,3.200000048
773,4/2/2015 6:00,1206.36,27842,10.16476536,9.100000381,12
774,4/2/2015 7:00,1206.38,28109,10.74299335,12,12
775,4/2/2015 8:00,1206.38,28036,11.35411453,12,12
776,4/2/2015 9:00,1206.39,27951,12,12,12
777,4/2/2015 10:00,1206.39,27914,12,12,12
778,4/2/2015 11:00,1206.41,27830,11.7417841,12,11
779,4/2/2015 12:00,1206.39,27867,11.48912525,11,11
780,4/2/2015 13:00,1206.38,27927,11.24190235,11,11
781,4/2/2015 14:00,1206.39,28011,11,11,11
782,4/2/2015 15:00,1206.41,28071,12.8791399,11,11
783,4/2/2015 16:00,1206.47,28012,15.07929516,11,37
784,4/2/2015 17:00,1206.45,27951,17.65530586,15,37
785,4/2/2015 18:00,1206.41,27904,20.67137718,37,37
786,4/2/2015 19:00,1206.47,27927,24.20268822,91,37
787,4/2/2015 20:00,1206.39,28012,28.33725548,127,37
788,4/2/2015 21:00,1206.39,27951,33.17813492,127,79
789,4/2/2015 22:00,1206.36,27842,38.84598541,91,79
790,4/2/2015 23:00,1206.41,27904,45.48207855,79,79
791,4/3/2015 0:00,1206.36,27976,53.25182343,73,79
792,4/3/2015 1:00,1206.41,28048,62.34888458,73,79
793,4/3/2015 2:00,1206.32,27964,73,73,73
794,4/3/2015 3:00,1206.34,27829,81.36863708,73,73
795,4/3/2015 4:00,1206.36,27842,90.69664764,73,73
796,4/3/2015 5:00,1206.39,27988,101.094017,159,73
797,4/3/2015 6:00,1206.34,28072,112.6833191,140,73
798,4/3/2015 7:00,1206.38,28060,125.6012115,140,140
799,4/3/2015 8:00,1206.32,28012,140,140,140
800,4/3/2015 9:00,1206.34,28024,126.7989273,140,140
801,4/3/2015 10:00,1206.39,28084,114.8426208,140,140
802,4/3/2015 11:00,1206.36,28000,104.0137177,144,140
803,4/3/2015 12:00,1206.34,28072,94.20590973,111,66
804,4/3/2015 13:00,1206.34,28072,85.32291412,86,66
805,4/3/2015 14:00,1206.36,26971,77.27752686,66,66
806,4/3/2015 15:00,1206.43,26814,69.99076843,56,66
807,4/3/2015 16:00,1206.38,26910,63.39109802,52,66
808,4/3/2015 17:00,1206.39,27019,56,52,52
809,4/3/2015 18:00,1206.34,27140,52,52,52
810,4/3/2015 19:00,1206.36,26946,51.41479874,52,52
811,4/3/2015 20:00,1206.38,27044,50.83618164,52,52
812,4/3/2015 21:00,1206.34,27056,50.26407623,54,52
